,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0103,1533151603547590,1533151603899099,vehicle_info,3e8750f331d7499e9b5123e9eb70f2e2,"[600.12, 1647.491, 0.0]","[600.12, 1647.491, 0.0]",-1.0,-12.9,30.19,0,0,29,0
1,scene-0103,1533151603547590,1533151603899099,f3995943006145ca8a7bc375527f0aba,a977de149680431ca2c0c462132db5e2,"[600.12, 1647.491, 0.0]","[660.851, 1604.404, -0.423]",74.464,-12.9,30.19,0,0,29,0
2,scene-0103,1533151603547590,1533151603899099,c283b224a9984736bff67a2f347866fa,aac73ca93415480bace117bd91ff1030,"[600.12, 1647.491, 0.0]","[635.447, 1620.546, -0.326]",44.431,-12.9,30.19,0,0,29,0
3,scene-0103,1533151604048025,1533151603899099,eaaf60765ee8478f8e0bd4942571c6fb,a09b7671935a4458893a1d3ae953ccb1,"[603.826, 1645.387, 0.0]","[670.387, 1604.224, -0.295]",78.261,-12.9,30.19,0,0,29,0
4,scene-0103,1533151604048025,1533151603899099,dc762bf1bc694d3e8141bf592f9b1456,71cbaa6a12454e6f829e96497ab5a14e,"[603.826, 1645.387, 0.0]","[660.0, 1613.648, -0.172]",64.521,-12.9,30.19,0,0,29,0
5,scene-0103,1533151604048025,1533151604399136,f3995943006145ca8a7bc375527f0aba,bf9391180902443db3e8b0f7a9e479ae,"[603.826, 1645.387, 0.0]","[657.771, 1607.079, -0.332]",66.164,-17.7,29.69,29,0,57,0
6,scene-0103,1533151604048025,1533151604399136,c283b224a9984736bff67a2f347866fa,d9a78a045f674ac0bb97a3c108821a76,"[603.826, 1645.387, 0.0]","[637.445, 1618.566, -0.238]",43.008,-17.7,29.69,29,0,57,0
7,scene-0103,1533151604048025,1533151603899099,9c5151b34911482f8155ab55c3f5d32f,28ba308c54154668886c8c8728dcc774,"[603.826, 1645.387, 0.0]","[639.138, 1624.989, -0.086]",40.78,-12.9,30.19,0,0,29,0
8,scene-0103,1533151604048025,1533151604399136,vehicle_info,3950bd41f74548429c0f7700ff3d8269,"[603.826, 1645.387, 0.0]","[603.826, 1645.387, 0.0]",-1.0,-17.7,29.69,29,0,57,0
9,scene-0103,1533151604547893,1533151604899358,f3995943006145ca8a7bc375527f0aba,da678cc6244b46018ab72a7b4301d460,"[607.454, 1643.215, 0.0]","[654.69, 1609.754, -0.24]",57.887,-17.6,29.41,57,0,57,0
