,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0018,1531885792049139,1531885792382062,vehicle_info,f0e4797551024f9487a016ee9d9e29e1,"[396.21, 1128.573, 0.0]","[396.21, 1128.573, 0.0]",-1.0,97.9,7.76,110,0,110,0
1,scene-0018,1531885792049139,1531885792382062,fe03ef905d584c4889ac7126803fbc58,e823af5f66934299a44cb26c1d6583df,"[396.21, 1128.573, 0.0]","[405.762, 1097.748, 1.205]",32.294,97.9,7.76,110,0,110,0
2,scene-0018,1531885792049139,1531885792382062,973eb2c71969464e999e66da8cb13adc,476520a31c7a4f0b9563a7136acc221b,"[396.21, 1128.573, 0.0]","[411.413, 1095.216, 1.205]",36.678,97.9,7.76,110,0,110,0
3,scene-0018,1531885792049139,1531885792382062,d799adf8e2ce4ab3896c58bcd56f8e29,313807b6e73048baabf1b179d228a79b,"[396.21, 1128.573, 0.0]","[411.764, 1108.24, 0.69]",25.61,97.9,7.76,110,0,110,0
4,scene-0018,1531885792049139,1531885792382062,605597aad971405a86cf21242d9afcc3,2d8492b14aeb4776b630a8e88bd3aa9d,"[396.21, 1128.573, 0.0]","[398.057, 1110.562, 1.758]",18.191,97.9,7.76,110,0,110,0
5,scene-0018,1531885792049139,1531885792382062,c8bce454e5324cfdae092e03be1b2e99,83da5e33c075450395ab6f54fc2f406d,"[396.21, 1128.573, 0.0]","[414.569, 1102.539, 2.236]",31.935,97.9,7.76,110,0,110,0
6,scene-0018,1531885792049139,1531885792382062,7e07b88b6529498883eef8e316bbd79a,843675c575ad462aa81517cde363d81f,"[396.21, 1128.573, 0.0]","[392.555, 1103.438, 1.387]",25.438,97.9,7.76,110,0,110,0
7,scene-0018,1531885792049139,1531885792382062,acd28782dbfe4d499567b3248c867766,c325c960577549f6af47dd40e8112136,"[396.21, 1128.573, 0.0]","[415.475, 1090.455, 1.213]",42.727,97.9,7.76,110,0,110,0
8,scene-0018,1531885792448911,1531885792881691,43a56a77b0554048b4ed99fd2dc12553,bd9d0c5474d6439385c2e79f9b4b031a,"[396.3, 1127.738, 0.0]","[422.764, 1099.017, 1.598]",39.087,81.4,9.0,110,0,0,0
9,scene-0018,1531885792448911,1531885792881691,605597aad971405a86cf21242d9afcc3,fa2540f6428f4025adcf728ebedabc71,"[396.3, 1127.738, 0.0]","[398.059, 1110.57, 1.776]",17.349,81.4,9.0,110,0,0,0
10,scene-0018,1531885792448911,1531885792881691,c8bce454e5324cfdae092e03be1b2e99,92701d993f3a4c919d53c128508feaf6,"[396.3, 1127.738, 0.0]","[414.564, 1102.533, 2.172]",31.202,81.4,9.0,110,0,0,0
11,scene-0018,1531885792448911,1531885792881691,fe03ef905d584c4889ac7126803fbc58,5a3ae47d3b59490a8b2755881772ae7d,"[396.3, 1127.738, 0.0]","[405.775, 1097.778, 1.205]",31.446,81.4,9.0,110,0,0,0
12,scene-0018,1531885792448911,1531885792881691,vehicle_info,6cc2a560dacc42149e0780bfb6efe682,"[396.3, 1127.738, 0.0]","[396.3, 1127.738, 0.0]",-1.0,81.4,9.0,110,0,0,0
13,scene-0018,1531885792448911,1531885792881691,7e07b88b6529498883eef8e316bbd79a,928b6562f73e4c529b84f4f7f9a906f3,"[396.3, 1127.738, 0.0]","[392.559, 1103.446, 1.387]",24.617,81.4,9.0,110,0,0,0
14,scene-0018,1531885792448911,1531885792881691,d799adf8e2ce4ab3896c58bcd56f8e29,a3b94ab7f99547e981bb1ec9ed7297ca,"[396.3, 1127.738, 0.0]","[414.679, 1106.888, 0.69]",27.802,81.4,9.0,110,0,0,0
15,scene-0018,1531885792448911,1531885792881691,acd28782dbfe4d499567b3248c867766,ac79e763fea346dbb7dba7c8e023a69a,"[396.3, 1127.738, 0.0]","[413.802, 1091.106, 1.313]",40.619,81.4,9.0,110,0,0,0
16,scene-0018,1531885792448911,1531885792881691,973eb2c71969464e999e66da8cb13adc,13aab53e788b449e8cab9936f2a0ff61,"[396.3, 1127.738, 0.0]","[411.482, 1095.219, 1.255]",35.91,81.4,9.0,110,0,0,0
17,scene-0018,1531885792948804,1531885793382132,acd28782dbfe4d499567b3248c867766,cb84a390fc504603ac981d64131ea787,"[396.482, 1126.525, 0.0]","[412.076, 1091.633, 1.113]",38.234,78.1,9.95,0,0,0,0
18,scene-0018,1531885792948804,1531885793382132,c8bce454e5324cfdae092e03be1b2e99,72ac323f46ef4839b3e0fa10bfed73cb,"[396.482, 1126.525, 0.0]","[414.56, 1102.526, 2.107]",30.12,78.1,9.95,0,0,0,0
19,scene-0018,1531885792948804,1531885793382132,vehicle_info,b78605983b3543a1a70df4b3805e4dfc,"[396.482, 1126.525, 0.0]","[396.482, 1126.525, 0.0]",-1.0,78.1,9.95,0,0,0,0
20,scene-0018,1531885792948804,1531885793382132,605597aad971405a86cf21242d9afcc3,577ddd34437f469d90a81125bc3cc78f,"[396.482, 1126.525, 0.0]","[398.069, 1110.561, 1.794]",16.142,78.1,9.95,0,0,0,0
21,scene-0018,1531885792948804,1531885793382132,7e07b88b6529498883eef8e316bbd79a,2caa32deb7dc4ae385d8077fe5db136e,"[396.482, 1126.525, 0.0]","[392.559, 1103.446, 1.387]",23.451,78.1,9.95,0,0,0,0
22,scene-0018,1531885792948804,1531885793382132,fe03ef905d584c4889ac7126803fbc58,b7303ead47204346aac0edeb39337c96,"[396.482, 1126.525, 0.0]","[406.011, 1097.672, 1.105]",30.406,78.1,9.95,0,0,0,0
23,scene-0018,1531885792948804,1531885793382132,43a56a77b0554048b4ed99fd2dc12553,328c0208e9c547baaf3577ac333f5fa8,"[396.482, 1126.525, 0.0]","[423.098, 1098.843, 1.148]",38.419,78.1,9.95,0,0,0,0
24,scene-0018,1531885792948804,1531885793382132,973eb2c71969464e999e66da8cb13adc,1292d3939e2e493fbfd9b8e1aea1fdc8,"[396.482, 1126.525, 0.0]","[411.413, 1095.216, 1.105]",34.704,78.1,9.95,0,0,0,0
25,scene-0018,1531885793449226,1531885793881487,605597aad971405a86cf21242d9afcc3,2973cca9d8914de9a23c6bae04d28e76,"[396.744, 1125.181, 0.0]","[398.028, 1110.557, 1.812]",14.792,78.3,9.84,0,0,0,0
26,scene-0018,1531885793449226,1531885793881487,c8bce454e5324cfdae092e03be1b2e99,abe8231dce724058a770d1d3d17a5965,"[396.744, 1125.181, 0.0]","[414.556, 1102.52, 2.043]",28.896,78.3,9.84,0,0,0,0
27,scene-0018,1531885793449226,1531885793881487,acd28782dbfe4d499567b3248c867766,7db2e43acf604125b24bec80feb6dade,"[396.744, 1125.181, 0.0]","[410.429, 1092.346, 1.113]",35.59,78.3,9.84,0,0,0,0
28,scene-0018,1531885793449226,1531885793881487,7e07b88b6529498883eef8e316bbd79a,d4d6cbff4fbd4af2b3e039f1a6dd29ed,"[396.744, 1125.181, 0.0]","[392.559, 1103.446, 1.387]",22.178,78.3,9.84,0,0,0,0
29,scene-0018,1531885793449226,1531885793881487,vehicle_info,f6486e3c8a90429dbf1d3d66a91239d3,"[396.744, 1125.181, 0.0]","[396.744, 1125.181, 0.0]",-1.0,78.3,9.84,0,0,0,0
30,scene-0018,1531885793449226,1531885793881487,973eb2c71969464e999e66da8cb13adc,d6bd3f55dca840ccad12e8085573eeb4,"[396.744, 1125.181, 0.0]","[411.4, 1095.188, 1.105]",33.401,78.3,9.84,0,0,0,0
31,scene-0018,1531885793449226,1531885793881487,fe03ef905d584c4889ac7126803fbc58,7b232af7d99f4925911d2c2abdbee155,"[396.744, 1125.181, 0.0]","[405.749, 1097.719, 1.105]",28.922,78.3,9.84,0,0,0,0
32,scene-0018,1531885793449226,1531885793881487,43a56a77b0554048b4ed99fd2dc12553,5ea16ce938cb464daabae22365ca8a07,"[396.744, 1125.181, 0.0]","[422.844, 1098.938, 1.298]",37.035,78.3,9.84,0,0,0,0
33,scene-0018,1531885793948542,1531885794381543,acd28782dbfe4d499567b3248c867766,0f33c5bdb0ac4d1684a0e5f8e5abcce1,"[397.083, 1123.786, 0.0]","[409.187, 1092.886, 1.163]",33.206,78.8,9.65,0,0,0,0
34,scene-0018,1531885793948542,1531885794381543,605597aad971405a86cf21242d9afcc3,38a8536a83cf49d3b5fd3e0c4ceb280b,"[397.083, 1123.786, 0.0]","[398.057, 1110.528, 1.83]",13.419,78.8,9.65,0,0,0,0
35,scene-0018,1531885793948542,1531885794381543,vehicle_info,248f5231a8c94b5da0b58e515ad68298,"[397.083, 1123.786, 0.0]","[397.083, 1123.786, 0.0]",-1.0,78.8,9.65,0,0,0,0
36,scene-0018,1531885793948542,1531885794381543,7e07b88b6529498883eef8e316bbd79a,e0cc1d90cfe445d48bf2a45f51a4eba3,"[397.083, 1123.786, 0.0]","[392.559, 1103.446, 1.387]",20.883,78.8,9.65,0,0,0,0
37,scene-0018,1531885793948542,1531885794381543,973eb2c71969464e999e66da8cb13adc,2831fe41923b441a8768266185cc0d47,"[397.083, 1123.786, 0.0]","[411.416, 1095.147, 1.105]",32.044,78.8,9.65,0,0,0,0
38,scene-0018,1531885793948542,1531885794381543,fe03ef905d584c4889ac7126803fbc58,2085029fdcb444ce83885e5ea6da2356,"[397.083, 1123.786, 0.0]","[405.808, 1097.692, 1.105]",27.536,78.8,9.65,0,0,0,0
39,scene-0018,1531885793948542,1531885794381543,c8bce454e5324cfdae092e03be1b2e99,23d788a2dd8e449f9d3c772c6f35a316,"[397.083, 1123.786, 0.0]","[414.551, 1102.513, 1.978]",27.597,78.8,9.65,0,0,0,0
40,scene-0018,1531885793948542,1531885794381543,43a56a77b0554048b4ed99fd2dc12553,2a6148c330ae431e980788c490c2e804,"[397.083, 1123.786, 0.0]","[422.852, 1098.837, 1.298]",35.891,78.8,9.65,0,0,0,0
41,scene-0018,1531885794398648,1531885794881363,fe03ef905d584c4889ac7126803fbc58,41b3f1244baf40f69d655a79ae08f128,"[397.442, 1122.562, 0.0]","[405.751, 1097.648, 1.105]",26.286,79.3,8.93,0,0,0,3
42,scene-0018,1531885794398648,1531885794881363,7e07b88b6529498883eef8e316bbd79a,ebb6612152cd445686ec5cc8b52ece47,"[397.442, 1122.562, 0.0]","[392.559, 1103.446, 1.387]",19.779,79.3,8.93,0,0,0,3
43,scene-0018,1531885794398648,1531885794881363,c8bce454e5324cfdae092e03be1b2e99,11dbe9e32baf4471a3706d575d08e882,"[397.442, 1122.562, 0.0]","[414.547, 1102.507, 1.914]",26.428,79.3,8.93,0,0,0,3
44,scene-0018,1531885794398648,1531885794881363,acd28782dbfe4d499567b3248c867766,fed3ef0da5e44bc9a635ead5d691a3a8,"[397.442, 1122.562, 0.0]","[408.163, 1093.334, 1.113]",31.152,79.3,8.93,0,0,0,3
45,scene-0018,1531885794398648,1531885794881363,vehicle_info,06cc9133c0684cf2b676cf5f7c49e88b,"[397.442, 1122.562, 0.0]","[397.442, 1122.562, 0.0]",-1.0,79.3,8.93,0,0,0,3
46,scene-0018,1531885794398648,1531885794881363,605597aad971405a86cf21242d9afcc3,b0dc53584d7041d299c7c935820364de,"[397.442, 1122.562, 0.0]","[398.054, 1110.505, 1.848]",12.213,79.3,8.93,0,0,0,3
47,scene-0018,1531885794398648,1531885794881363,973eb2c71969464e999e66da8cb13adc,51905dcc1cb54d0ab3f8499ee05153c0,"[397.442, 1122.562, 0.0]","[411.473, 1095.122, 1.105]",30.839,79.3,8.93,0,0,0,3
48,scene-0018,1531885794398648,1531885794881363,43a56a77b0554048b4ed99fd2dc12553,5f3898964f6a43d3ad39ea0b780fa3a2,"[397.442, 1122.562, 0.0]","[422.882, 1098.924, 1.348]",34.753,79.3,8.93,0,0,0,3
49,scene-0018,1531885795049478,1531885795381928,acd28782dbfe4d499567b3248c867766,e6511b9edc8f47388f469efa69796f6d,"[397.977, 1121.038, 0.0]","[407.14, 1093.781, 1.213]",28.782,79.1,7.98,0,3,0,4
50,scene-0018,1531885795049478,1531885795381928,vehicle_info,2ff5689a089844f0a2097b1883916003,"[397.977, 1121.038, 0.0]","[397.977, 1121.038, 0.0]",-1.0,79.1,7.98,0,3,0,4
