,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0052,1532402326147237,1532402326630409,vehicle_info,171c637d2681463fad3bf01068fab647,"[782.241, 1433.287, 0.0]","[782.241, 1433.287, 0.0]",-1.0,-2.5,16.72,0,0,84,0
1,scene-0052,1532402326147237,1532402326630409,6acb252373f9401da392c6e6a8aa8160,da36b9208c8148288c857a24cf531b55,"[782.241, 1433.287, 0.0]","[778.208, 1404.723, 0.866]",28.86,-2.5,16.72,0,0,84,0
2,scene-0052,1532402326147237,1532402326630409,01514345baec4e7abd897407e4b11df5,3b600a7a4c354de5a0e3783be0e564d2,"[782.241, 1433.287, 0.0]","[782.349, 1400.704, 0.932]",32.596,-2.5,16.72,0,0,84,0
3,scene-0052,1532402326647652,1532402327130740,vehicle_info,4cda0d4b317948459fffae1c2c9c27b9,"[782.334, 1430.905, 0.0]","[782.334, 1430.905, 0.0]",-1.0,-2.6,16.2,84,0,19,0
4,scene-0052,1532402326647652,1532402327130740,6acb252373f9401da392c6e6a8aa8160,68eff46e51434907ba6e949c07d44233,"[782.334, 1430.905, 0.0]","[778.241, 1404.723, 0.851]",26.514,-2.6,16.2,84,0,19,0
5,scene-0052,1532402326647652,1532402327130740,01514345baec4e7abd897407e4b11df5,5aa1ccc64385467c8d0a13663c3b6a91,"[782.334, 1430.905, 0.0]","[782.209, 1402.443, 0.906]",28.477,-2.6,16.2,84,0,19,0
6,scene-0052,1532402327147526,1532402327630332,6acb252373f9401da392c6e6a8aa8160,271bffcbb4de4fd088415956adf0eaf6,"[782.411, 1428.647, 0.0]","[778.273, 1404.724, 0.836]",24.293,-2.6,16.44,19,0,189,0
7,scene-0052,1532402327147526,1532402327630332,01514345baec4e7abd897407e4b11df5,782ab8eb3d034c8b9931c9a6bf7908dc,"[782.411, 1428.647, 0.0]","[781.987, 1404.424, 0.931]",24.245,-2.6,16.44,19,0,189,0
8,scene-0052,1532402327147526,1532402327130740,ca6b181dfe294569909e1b273434d857,919bd99273854d7eb39d738ac919ffb2,"[782.411, 1428.647, 0.0]","[776.95, 1355.761, 1.357]",73.103,-2.6,16.2,84,0,19,0
9,scene-0052,1532402327147526,1532402327630332,vehicle_info,7ed1a166f9bd4a56b24f6c8bb7fe3c93,"[782.411, 1428.647, 0.0]","[782.411, 1428.647, 0.0]",-1.0,-2.6,16.44,19,0,189,0
10,scene-0052,1532402327647403,1532402328130894,01514345baec4e7abd897407e4b11df5,123b34e2c22f4da693fdc3573d629b46,"[782.48, 1426.43, 0.0]","[781.625, 1406.581, 0.921]",19.888,-2.6,16.77,189,0,342,0
11,scene-0052,1532402327647403,1532402328130894,vehicle_info,765ae3a4e1104e7b97ff0d752809291d,"[782.48, 1426.43, 0.0]","[782.48, 1426.43, 0.0]",-1.0,-2.6,16.77,189,0,342,0
12,scene-0052,1532402327647403,1532402327630332,ca6b181dfe294569909e1b273434d857,da93e6a2b53a475087ea82b00d3bd806,"[782.48, 1426.43, 0.0]","[776.975, 1355.817, 1.332]",70.839,-2.6,16.44,19,0,189,0
13,scene-0052,1532402327647403,1532402328130894,6acb252373f9401da392c6e6a8aa8160,97adc9c0598b4076a1512bbcadf983ae,"[782.48, 1426.43, 0.0]","[778.24, 1404.785, 0.889]",22.074,-2.6,16.77,189,0,342,0
14,scene-0052,1532402328147833,1532402328130894,ca6b181dfe294569909e1b273434d857,ac9571166e4442c99e3323c18c04af01,"[782.52, 1424.151, 0.0]","[777.0, 1355.872, 1.307]",68.515,-2.6,16.77,189,0,342,0
15,scene-0052,1532402328147833,1532402328631157,01514345baec4e7abd897407e4b11df5,1aa062ea64974450b1544c70283707f9,"[782.52, 1424.151, 0.0]","[781.132, 1408.713, 0.897]",15.527,-3.0,18.22,342,0,391,0
16,scene-0052,1532402328147833,1532402328631157,vehicle_info,8f314d8b2fd44cdd9ce172545db50283,"[782.52, 1424.151, 0.0]","[782.52, 1424.151, 0.0]",-1.0,-3.0,18.22,342,0,391,0
17,scene-0052,1532402328147833,1532402328631157,6acb252373f9401da392c6e6a8aa8160,65569ddd18934cbfa01889684e84352c,"[782.52, 1424.151, 0.0]","[778.207, 1404.847, 0.942]",19.803,-3.0,18.22,342,0,391,0
18,scene-0052,1532402328647744,1532402329130648,01514345baec4e7abd897407e4b11df5,45755de1e203475e826474e11d2c1b96,"[782.579, 1421.731, 0.0]","[780.542, 1410.783, 0.846]",11.168,-6.9,21.11,391,0,400,0
