,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0041,1532401490648576,1532401491135008,vehicle_info,1315ebfd98fd43f4894a95eea2a41761,"[1050.754, 583.767, 0.0]","[1050.754, 583.767, 0.0]",-1.0,3.8,26.67,0,0,0,0
1,scene-0041,1532401490648576,1532401491135008,f7f6a39110ae4483841afaa627e37a50,c239ad61ac11493eac4a8522c14223d0,"[1050.754, 583.767, 0.0]","[1000.304, 624.712, 2.107]",65.009,3.8,26.67,0,0,0,0
2,scene-0041,1532401491147880,1532401491633722,f7f6a39110ae4483841afaa627e37a50,403bc2d7de6148e7ba8220600c4fce0f,"[1047.657, 586.089, 0.0]","[1000.382, 624.614, 2.097]",61.021,8.5,24.7,0,0,0,0
3,scene-0041,1532401491147880,1532401491633722,vehicle_info,b215c97ce8c845689e51aa44236bab37,"[1047.657, 586.089, 0.0]","[1047.657, 586.089, 0.0]",-1.0,8.5,24.7,0,0,0,0
4,scene-0041,1532401491647812,1532401492133757,vehicle_info,49a0f1ea18b44fe8826d4f5492ab3638,"[1044.779, 588.228, 0.0]","[1044.779, 588.228, 0.0]",-1.0,31.3,22.88,0,0,0,0
5,scene-0041,1532401491647812,1532401492133757,f7f6a39110ae4483841afaa627e37a50,6603d1ed9efe4853ae9e74f6b8520e50,"[1044.779, 588.228, 0.0]","[1000.459, 624.517, 2.087]",57.319,31.3,22.88,0,0,0,0
6,scene-0041,1532401492197400,1532401492633801,vehicle_info,3ce024d9c73e406a910d688504e765e1,"[1041.838, 590.355, 0.0]","[1041.838, 590.355, 0.0]",-1.0,72.4,21.39,0,0,26,0
7,scene-0041,1532401492197400,1532401492633801,f7f6a39110ae4483841afaa627e37a50,45183830717b483da7d1f6f96698bb29,"[1041.838, 590.355, 0.0]","[1000.536, 624.419, 2.077]",53.577,72.4,21.39,0,0,26,0
8,scene-0041,1532401492696739,1532401493133483,vehicle_info,339df3b19d8d4127b2a96b6480f672a8,"[1039.333, 592.002, 0.0]","[1039.333, 592.002, 0.0]",-1.0,96.8,20.26,26,0,58,0
9,scene-0041,1532401492696739,1532401493133483,f7f6a39110ae4483841afaa627e37a50,9b33823d6cd14856941c418cb2f97b6a,"[1039.333, 592.002, 0.0]","[1000.613, 624.321, 2.067]",50.478,96.8,20.26,26,0,58,0
