,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0122,1533112616196923,1533112616523748,vehicle_info,36226a7d173a4992bb4e0be0779daad7,"[1132.31, 622.248, 0.0]","[1132.31, 622.248, 0.0]",-1.0,1.6,29.61,169,0,37,0
1,scene-0122,1533112616196923,1533112616523748,53d0c61860cf418cade2845798ebe0bc,3bc11d381b73423eb15b23c45aac377c,"[1132.31, 622.248, 0.0]","[1075.911, 569.589, 1.611]",77.178,1.6,29.61,169,0,37,0
2,scene-0122,1533112616196923,1533112616523748,36e0bc3d8e0441409c63e22ebf1381fe,5947743346d64d47aeda53eff8948252,"[1132.31, 622.248, 0.0]","[1069.749, 575.853, 1.081]",77.894,1.6,29.61,169,0,37,0
3,scene-0122,1533112616696812,1533112617023671,vehicle_info,dd2c298e174c41efa59d3c5501ad9038,"[1130.359, 618.578, 0.0]","[1130.359, 618.578, 0.0]",-1.0,-0.5,30.45,37,0,0,0
4,scene-0122,1533112616696812,1533112617023671,53d0c61860cf418cade2845798ebe0bc,40abc2e6d1604d95ae155686715f8b4c,"[1130.359, 618.578, 0.0]","[1079.258, 566.847, 1.523]",72.731,-0.5,30.45,37,0,0,0
5,scene-0122,1533112616696812,1533112617023671,36e0bc3d8e0441409c63e22ebf1381fe,0b64172ca83e4a048faf7b9e83143fa7,"[1130.359, 618.578, 0.0]","[1072.827, 573.263, 1.081]",73.243,-0.5,30.45,37,0,0,0
6,scene-0122,1533112617196701,1533112617523613,53d0c61860cf418cade2845798ebe0bc,637b1d4208be464ab101a891af9f86d0,"[1128.34, 614.815, 0.0]","[1082.312, 564.245, 1.523]",68.397,-2.1,30.32,0,0,0,0
7,scene-0122,1533112617196701,1533112617523613,36e0bc3d8e0441409c63e22ebf1381fe,fb51e2ef44b94895b043d235476dfce5,"[1128.34, 614.815, 0.0]","[1075.905, 570.672, 1.081]",68.55,-2.1,30.32,0,0,0,0
8,scene-0122,1533112617196701,1533112617523613,vehicle_info,6513854391254376883be44baec5c68f,"[1128.34, 614.815, 0.0]","[1128.34, 614.815, 0.0]",-1.0,-2.1,30.32,0,0,0,0
9,scene-0122,1533112617696568,1533112618024219,vehicle_info,e2106f9cba0443edb00d41e142385362,"[1126.28, 611.021, 0.0]","[1126.28, 611.021, 0.0]",-1.0,-2.1,29.86,0,0,0,0
10,scene-0122,1533112617696568,1533112618024219,36e0bc3d8e0441409c63e22ebf1381fe,3c9ba056fa23433d9a8c00bce325c83a,"[1126.28, 611.021, 0.0]","[1078.984, 568.081, 1.081]",63.89,-2.1,29.86,0,0,0,0
11,scene-0122,1533112617696568,1533112618024219,53d0c61860cf418cade2845798ebe0bc,b1a5e218231340a9a9d0b0d329832370,"[1126.28, 611.021, 0.0]","[1085.367, 561.642, 1.523]",64.144,-2.1,29.86,0,0,0,0
12,scene-0122,1533112618196979,1533112618523747,36e0bc3d8e0441409c63e22ebf1381fe,fc9f93fedeef49e2af49e1ce60d26bf6,"[1124.211, 607.301, 0.0]","[1082.062, 565.49, 1.081]",59.379,-1.1,29.15,0,0,0,0
13,scene-0122,1533112618196979,1533112618523747,vehicle_info,05d348c052b24ffcbdb904c5438f6e12,"[1124.211, 607.301, 0.0]","[1124.211, 607.301, 0.0]",-1.0,-1.1,29.15,0,0,0,0
14,scene-0122,1533112618196979,1533112618523747,53d0c61860cf418cade2845798ebe0bc,2ae8b3b6ef44400ca13acbe128a2f995,"[1124.211, 607.301, 0.0]","[1087.967, 559.418, 1.623]",60.075,-1.1,29.15,0,0,0,0
15,scene-0122,1533112618697432,1533112619024112,36e0bc3d8e0441409c63e22ebf1381fe,71cf3063b976458b8eea85a4eec9f4df,"[1122.205, 603.737, 0.0]","[1085.463, 562.991, 1.081]",54.876,-0.9,28.27,0,0,0,0
16,scene-0122,1533112618697432,1533112619024112,53d0c61860cf418cade2845798ebe0bc,28dcdce5d47347718677c7197f288307,"[1122.205, 603.737, 0.0]","[1090.422, 557.108, 1.623]",56.454,-0.9,28.27,0,0,0,0
17,scene-0122,1533112618697432,1533112619024112,vehicle_info,5736d4114a2d44d5b95e91c6d60b23fe,"[1122.205, 603.737, 0.0]","[1122.205, 603.737, 0.0]",-1.0,-0.9,28.27,0,0,0,0
18,scene-0122,1533112619197293,1533112619524081,53d0c61860cf418cade2845798ebe0bc,680df801749f43b79d12371a223b755d,"[1120.221, 600.265, 0.0]","[1092.586, 555.158, 1.623]",52.924,-0.9,27.4,0,0,0,0
19,scene-0122,1533112619197293,1533112619524081,36e0bc3d8e0441409c63e22ebf1381fe,00a1938a03a045079370ced86d79e1a2,"[1120.221, 600.265, 0.0]","[1088.864, 560.492, 1.081]",50.658,-0.9,27.4,0,0,0,0
20,scene-0122,1533112619197293,1533112619524081,vehicle_info,401c0280f858413ea0d09ea505611252,"[1120.221, 600.265, 0.0]","[1120.221, 600.265, 0.0]",-1.0,-0.9,27.4,0,0,0,0
21,scene-0122,1533112619647954,1533112620023938,36e0bc3d8e0441409c63e22ebf1381fe,62b83d81508141698b2f9061243f20fc,"[1118.455, 597.235, 0.0]","[1092.266, 557.993, 1.081]",47.191,-1.1,26.45,0,0,0,0
22,scene-0122,1533112619647954,1533112620023938,53d0c61860cf418cade2845798ebe0bc,838c2e30ec814eff857cd48bdf945ac6,"[1118.455, 597.235, 0.0]","[1093.805, 553.557, 1.648]",50.181,-1.1,26.45,0,0,0,0
23,scene-0122,1533112619647954,1533112620023938,vehicle_info,0a04e4b7a2374bcb8a14645e5030745c,"[1118.455, 597.235, 0.0]","[1118.455, 597.235, 0.0]",-1.0,-1.1,26.45,0,0,0,0
24,scene-0122,1533112620147835,1533112620523660,53d0c61860cf418cade2845798ebe0bc,d1386e1ca8b944d39e3b50b2d5d05944,"[1116.543, 593.996, 0.0]","[1095.042, 551.47, 1.673]",47.682,-1.4,25.52,0,0,0,0
25,scene-0122,1533112620147835,1533112620523660,36e0bc3d8e0441409c63e22ebf1381fe,d4f38cb24d8143eea8718e5db030135f,"[1116.543, 593.996, 0.0]","[1096.141, 554.969, 1.093]",44.052,-1.4,25.52,0,0,0,0
26,scene-0122,1533112620147835,1533112620523660,vehicle_info,42b2e2e359c14d769327e3e865389026,"[1116.543, 593.996, 0.0]","[1116.543, 593.996, 0.0]",-1.0,-1.4,25.52,0,0,0,0
