,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0024,1531886044547412,1531886044880624,vehicle_info,73c04e824a214a54922b03391a1549f3,"[769.988, 1665.105, 0.0]","[769.988, 1665.105, 0.0]",-1.0,0.1,29.69,0,0,0,0
1,scene-0024,1531886044547412,1531886044880624,6cfd08dbb2b0454abcd972a2655664ee,409401ce39274502be295fbb4f7afc57,"[769.988, 1665.105, 0.0]","[779.742, 1712.637, 1.885]",48.559,0.1,29.69,0,0,0,0
2,scene-0024,1531886045047834,1531886045380714,vehicle_info,bdb7191edd29442ebb489370fea67d6c,"[769.793, 1669.355, 0.0]","[769.793, 1669.355, 0.0]",-1.0,-0.2,28.26,0,0,0,0
3,scene-0024,1531886045047834,1531886045380714,6cfd08dbb2b0454abcd972a2655664ee,6318809d356a4610b96286217bf2543b,"[769.793, 1669.355, 0.0]","[779.786, 1712.62, 1.823]",44.442,-0.2,28.26,0,0,0,0
4,scene-0024,1531886045047834,1531886044880624,e3fe174f202b41dbb371ff9671d431f7,beffff22a51647f69f3f71988d720a03,"[769.793, 1669.355, 0.0]","[763.504, 1704.996, 1.409]",36.219,0.1,29.69,0,0,0,0
5,scene-0024,1531886045548282,1531886045880845,vehicle_info,5111b855c90a4f08b3471e3432b9055c,"[769.603, 1673.364, 0.0]","[769.603, 1673.364, 0.0]",-1.0,-1.8,26.77,0,0,0,0
6,scene-0024,1531886045548282,1531886045880845,6cfd08dbb2b0454abcd972a2655664ee,3465b8b79cbb4d1dab400195b73ff40d,"[769.603, 1673.364, 0.0]","[779.83, 1712.603, 1.761]",40.588,-1.8,26.77,0,0,0,0
7,scene-0024,1531886045548282,1531886045380714,e3fe174f202b41dbb371ff9671d431f7,03c6bf964ee645d8aba95138446e2fbc,"[769.603, 1673.364, 0.0]","[763.504, 1705.08, 1.34]",32.325,-0.2,28.26,0,0,0,0
8,scene-0024,1531886046048140,1531886046380975,vehicle_info,625cb28093bd49b2909865618b09bf30,"[769.422, 1677.133, 0.0]","[769.422, 1677.133, 0.0]",-1.0,-1.9,25.26,0,0,0,0
9,scene-0024,1531886046048140,1531886046380975,6cfd08dbb2b0454abcd972a2655664ee,2cce8d82d2694877b7ca9639ce120dd5,"[769.422, 1677.133, 0.0]","[779.873, 1712.586, 1.7]",37.001,-1.9,25.26,0,0,0,0
10,scene-0024,1531886046048140,1531886045880845,e3fe174f202b41dbb371ff9671d431f7,b69998937ea74b9bbf9bf0eb6a14f46d,"[769.422, 1677.133, 0.0]","[763.504, 1705.165, 1.271]",28.678,-1.8,26.77,0,0,0,0
11,scene-0024,1531886046548578,1531886046881248,vehicle_info,4bbfe2e15f654fd3821ddae62fe0c5bd,"[769.266, 1680.726, 0.0]","[769.266, 1680.726, 0.0]",-1.0,-2.0,23.55,0,0,45,0
12,scene-0024,1531886046548578,1531886046881248,6cfd08dbb2b0454abcd972a2655664ee,5855e4032dad429d9a0d88cb32b41c90,"[769.266, 1680.726, 0.0]","[779.917, 1712.569, 1.638]",33.617,-2.0,23.55,0,0,45,0
13,scene-0024,1531886046548578,1531886046380975,e3fe174f202b41dbb371ff9671d431f7,12b6e35441704089b01508162017fd6f,"[769.266, 1680.726, 0.0]","[763.504, 1705.249, 1.203]",25.219,-1.9,25.26,0,0,0,0
14,scene-0024,1531886046948924,1531886047380362,6cfd08dbb2b0454abcd972a2655664ee,a5ec703a94dd41aebf87ee408ec4511a,"[769.139, 1683.407, 0.0]","[779.961, 1712.552, 1.576]",31.129,-1.1,22.52,45,0,45,0
15,scene-0024,1531886046948924,1531886046881248,e3fe174f202b41dbb371ff9671d431f7,e7cd35b4adf84308b748cbb84df7e128,"[769.139, 1683.407, 0.0]","[763.493, 1705.336, 1.154]",22.674,-2.0,23.55,0,0,45,0
16,scene-0024,1531886046948924,1531886047380362,vehicle_info,af380e7ff5ba4de1b429309330f8f3fd,"[769.139, 1683.407, 0.0]","[769.139, 1683.407, 0.0]",-1.0,-1.1,22.52,45,0,45,0
17,scene-0024,1531886047549435,1531886047880516,6cfd08dbb2b0454abcd972a2655664ee,a6a0e35d0f0b4ab0960fcbfd92dade94,"[768.985, 1687.211, 0.0]","[780.005, 1712.535, 1.514]",27.659,-0.6,21.68,45,0,0,0
18,scene-0024,1531886047549435,1531886047880516,vehicle_info,00ee093616ef4d0abaafa4d9cf12d0bd,"[768.985, 1687.211, 0.0]","[768.985, 1687.211, 0.0]",-1.0,-0.6,21.68,45,0,0,0
19,scene-0024,1531886047549435,1531886047380362,e3fe174f202b41dbb371ff9671d431f7,d4bcde0c03c6462dbce6317f03c36395,"[768.985, 1687.211, 0.0]","[763.481, 1705.424, 1.105]",19.059,-1.1,22.52,45,0,45,0
20,scene-0024,1531886048049308,1531886047880516,e3fe174f202b41dbb371ff9671d431f7,edbc0324b09c44da8d10c126c4570d46,"[768.856, 1690.282, 0.0]","[763.469, 1705.511, 1.056]",16.189,-0.6,21.68,45,0,0,0
21,scene-0024,1531886048049308,1531886048380148,6cfd08dbb2b0454abcd972a2655664ee,e10a826cb9194bb98a3f998c166c1311,"[768.856, 1690.282, 0.0]","[779.96, 1712.565, 1.464]",24.94,0.4,20.81,0,0,0,0
22,scene-0024,1531886048049308,1531886048380148,vehicle_info,37b397c6f4114ce69ce15f70eb6c9340,"[768.856, 1690.282, 0.0]","[768.856, 1690.282, 0.0]",-1.0,0.4,20.81,0,0,0,0
23,scene-0024,1531886048549795,1531886048380148,e3fe174f202b41dbb371ff9671d431f7,a9d403a9bae34e69b855964af8dfaff3,"[768.715, 1693.227, 0.0]","[763.458, 1705.598, 1.008]",13.48,0.4,20.81,0,0,0,0
24,scene-0024,1531886048549795,1531886048880499,6cfd08dbb2b0454abcd972a2655664ee,1515280144304773b3ccd8aecab033d0,"[768.715, 1693.227, 0.0]","[779.915, 1712.596, 1.414]",22.419,0.3,19.65,0,0,0,0
25,scene-0024,1531886048549795,1531886048880499,vehicle_info,6c7de63ed5f64275992b041550641710,"[768.715, 1693.227, 0.0]","[768.715, 1693.227, 0.0]",-1.0,0.3,19.65,0,0,0,0
26,scene-0024,1531886049049631,1531886049380146,vehicle_info,a38098166d4049d1a81ff4e309415026,"[768.585, 1695.988, 0.0]","[768.585, 1695.988, 0.0]",-1.0,-3.2,18.36,0,0,0,0
27,scene-0024,1531886049049631,1531886048880499,e3fe174f202b41dbb371ff9671d431f7,c367628ee3784724a251c2dde1bd0be0,"[768.585, 1695.988, 0.0]","[763.446, 1705.685, 0.959]",11.016,0.3,19.65,0,0,0,0
28,scene-0024,1531886049548413,1531886049380146,e3fe174f202b41dbb371ff9671d431f7,90cb03d137d34a0daea4e1fb9191e691,"[768.456, 1698.583, 0.0]","[763.454, 1705.731, 0.92]",8.773,-3.2,18.36,0,0,0,0
29,scene-0024,1531886049548413,1531886049880430,vehicle_info,6708a82e3f1b453fbcec3cf279d2f0d6,"[768.456, 1698.583, 0.0]","[768.456, 1698.583, 0.0]",-1.0,-4.9,16.55,0,0,0,0
30,scene-0024,1531886050047710,1531886050380368,vehicle_info,1e7cd9c4ba56457f945d1912f0e43e73,"[768.344, 1700.939, 0.0]","[768.344, 1700.939, 0.0]",-1.0,-6.0,14.45,0,0,0,0
31,scene-0024,1531886050548152,1531886050880759,vehicle_info,dbef9281c1544285a8fb09957c000e4a,"[768.273, 1702.995, 0.0]","[768.273, 1702.995, 0.0]",-1.0,-6.2,12.09,0,0,0,1
32,scene-0024,1531886051048008,1531886051380404,vehicle_info,fa072c58538d4600a907a0a773578c83,"[768.212, 1704.674, 0.0]","[768.212, 1704.674, 0.0]",-1.0,-6.2,9.69,0,1,0,7
33,scene-0024,1531886051547941,1531886051880096,vehicle_info,dae6a9febc3447b0999dec350965e67a,"[768.165, 1706.015, 0.0]","[768.165, 1706.015, 0.0]",-1.0,-6.8,7.22,0,7,0,8
34,scene-0024,1531886052047759,1531886052380616,vehicle_info,6119ff02ad864cc6bbe765521f4736f9,"[768.132, 1707.018, 0.0]","[768.132, 1707.018, 0.0]",-1.0,-6.8,4.93,0,8,0,7
35,scene-0024,1531886052547641,1531886052880598,vehicle_info,c4549c02dc304267baaa27b54ed1582b,"[768.112, 1707.713, 0.0]","[768.112, 1707.713, 0.0]",-1.0,-6.9,2.58,0,7,0,4
36,scene-0024,1531886053046965,1531886053380560,vehicle_info,ffec712fbe4141cd983cca71eed15650,"[768.109, 1708.074, 0.0]","[768.109, 1708.074, 0.0]",-1.0,-8.2,1.01,0,4,0,0
37,scene-0024,1531886053546835,1531886053880554,vehicle_info,c1f1297352a147dd8ea73095a26f200b,"[768.11, 1708.211, 0.0]","[768.11, 1708.211, 0.0]",-1.0,-7.8,0.0,0,0,107,0
38,scene-0024,1531886054046732,1531886054380200,vehicle_info,3ccf926957e3498d8e076a582c79de7d,"[768.111, 1708.195, 0.0]","[768.111, 1708.195, 0.0]",-1.0,-7.8,0.0,107,0,236,0
39,scene-0024,1531886054447630,1531886054880905,vehicle_info,7d858cfead5048bc9052699b51464806,"[768.112, 1708.186, 0.0]","[768.112, 1708.186, 0.0]",-1.0,-9.3,1.12,236,0,246,0
40,scene-0024,1531886054947511,1531886055380825,vehicle_info,420797414ea048f387111113df2417a9,"[768.111, 1708.222, 0.0]","[768.111, 1708.222, 0.0]",-1.0,-24.6,4.01,246,0,246,0
