,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0001,1531883530449377,1531883530891054,vehicle_info,e93e98b63d3b40209056d129dc53ceee,"[1010.133, 610.811, 0.0]","[1010.133, 610.811, 0.0]",-1.0,191.9,14.74,55,0,125,0
1,scene-0001,1531883530449377,1531883530891054,39b6c31c9925492a8a9f1b0ef3b877b6,acce0b7220754600b700257a1de1573d,"[1010.133, 610.811, 0.0]","[1002.464, 632.267, 1.936]",22.867,191.9,14.74,55,0,125,0
2,scene-0001,1531883530949817,1531883531391621,a1f53dd65da64eb2b0cec51d57b8c047,405f156885d549ca812e1305eddee42f,"[1010.261, 612.897, 0.0]","[994.117, 639.415, 1.831]",31.1,206.4,14.63,125,0,158,0
3,scene-0001,1531883530949817,1531883531391621,vehicle_info,14d5adfe50bb4445bc3aa5fe607691a8,"[1010.261, 612.897, 0.0]","[1010.261, 612.897, 0.0]",-1.0,206.4,14.63,125,0,158,0
4,scene-0001,1531883530949817,1531883531391621,39b6c31c9925492a8a9f1b0ef3b877b6,4b1c1acb00c04dfe84e54f64a8381649,"[1010.261, 612.897, 0.0]","[1002.497, 632.298, 1.786]",20.973,206.4,14.63,125,0,158,0
5,scene-0001,1531883531450214,1531883531890914,vehicle_info,ae4e0c3aa3f24c91aab599e8b54e9264,"[1010.029, 614.858, 0.0]","[1010.029, 614.858, 0.0]",-1.0,206.3,15.19,158,0,182,0
6,scene-0001,1531883531450214,1531883531890914,39b6c31c9925492a8a9f1b0ef3b877b6,8feca495e3614382b12a6637c82c4670,"[1010.029, 614.858, 0.0]","[1002.499, 632.296, 1.736]",19.073,206.3,15.19,158,0,182,0
7,scene-0001,1531883531450214,1531883531890914,a1f53dd65da64eb2b0cec51d57b8c047,2b416272b5864e72af998d3c95b80e66,"[1010.029, 614.858, 0.0]","[994.117, 639.415, 1.781]",29.315,206.3,15.19,158,0,182,0
8,scene-0001,1531883531950107,1531883532391342,a1f53dd65da64eb2b0cec51d57b8c047,b9344b6296bc448c934ab26e43e2d041,"[1009.423, 616.759, 0.0]","[994.039, 639.313, 1.681]",27.353,192.3,16.1,182,0,202,0
9,scene-0001,1531883531950107,1531883531890914,c8ac146d6cef45bfadbec2f08737c79f,dd95df04b0c14ae681d112f67ea0f5e8,"[1009.423, 616.759, 0.0]","[947.917, 669.485, 2.672]",81.057,206.3,15.19,158,0,182,0
10,scene-0001,1531883531950107,1531883532391342,vehicle_info,8de7ec06e1ac48c689c4d24d6cc64fd7,"[1009.423, 616.759, 0.0]","[1009.423, 616.759, 0.0]",-1.0,192.3,16.1,182,0,202,0
11,scene-0001,1531883531950107,1531883532391342,39b6c31c9925492a8a9f1b0ef3b877b6,e70a018c1c5541069187b4fdad085b43,"[1009.423, 616.759, 0.0]","[1002.407, 632.18, 1.636]",17.021,192.3,16.1,182,0,202,0
12,scene-0001,1531883531950107,1531883532391342,6efa17d08f464d72bbf5613e7149a5b0,bf364ae514a443958152c8ccce8de31a,"[1009.423, 616.759, 0.0]","[967.158, 652.122, 2.463]",55.163,192.3,16.1,182,0,202,0
