,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0072,1533153630298061,1533153630344580,vehicle_info,1100b838ee544231a494089ce390f503,"[1867.553, 1065.527, 0.0]","[1867.553, 1065.527, 0.0]",-1.0,2.7,3.27,0,12,0,4
1,scene-0072,1533153630298061,1533153630344580,309b5f5024984fbc9d1ed25afaac4024,2dfc11ed3d574daeaa8dff38ab081ae0,"[1867.553, 1065.527, 0.0]","[1873.236, 1087.144, 0.707]",22.363,2.7,3.27,0,12,0,4
2,scene-0072,1533153630298061,1533153630344580,fbf4c25121344e74897fdb0ff8711dd3,9493d6f6b544413db6e23efbe3ebb9d6,"[1867.553, 1065.527, 0.0]","[1875.79, 1134.672, 2.121]",69.666,2.7,3.27,0,12,0,4
3,scene-0072,1533153630797950,1533153630844872,309b5f5024984fbc9d1ed25afaac4024,e15070b0b1454394827819e1a6dc2d0b,"[1867.747, 1065.789, 0.0]","[1871.814, 1090.722, 0.665]",25.272,2.8,1.58,0,4,0,0
4,scene-0072,1533153630797950,1533153630844872,fbf4c25121344e74897fdb0ff8711dd3,1532e36a64824b95a8d09050edb20e21,"[1867.747, 1065.789, 0.0]","[1876.85, 1136.25, 2.108]",71.078,2.8,1.58,0,4,0,0
5,scene-0072,1533153630797950,1533153630844872,vehicle_info,cacbc816033d4ad08c20cebb3fe84cc7,"[1867.747, 1065.789, 0.0]","[1867.747, 1065.789, 0.0]",-1.0,2.8,1.58,0,4,0,0
6,scene-0072,1533153631297823,1533153631344873,vehicle_info,47e6b3fa70cc4649a4d88c5a13e9c20a,"[1867.838, 1065.902, 0.0]","[1867.838, 1065.902, 0.0]",-1.0,3.1,1.39,0,0,99,0
7,scene-0072,1533153631297823,1533153631344873,fbf4c25121344e74897fdb0ff8711dd3,2b9f4e125cd141a79b6939e68a32c301,"[1867.838, 1065.902, 0.0]","[1877.911, 1137.828, 2.096]",72.659,3.1,1.39,0,0,99,0
8,scene-0072,1533153631297823,1533153631344873,309b5f5024984fbc9d1ed25afaac4024,ba0cfcba2d9442cc97e6dccd3a78fe59,"[1867.838, 1065.902, 0.0]","[1870.049, 1095.575, 0.623]",29.762,3.1,1.39,0,0,99,0
9,scene-0072,1533153631797706,1533153631844346,vehicle_info,4bbbf943032d41bcb5a3bf7b958684f8,"[1867.951, 1066.056, 0.0]","[1867.951, 1066.056, 0.0]",-1.0,23.3,2.24,99,0,123,0
10,scene-0072,1533153631797706,1533153631844346,309b5f5024984fbc9d1ed25afaac4024,1cafbb88c1ba4447909e6e5c02245ae7,"[1867.951, 1066.056, 0.0]","[1867.579, 1100.143, 0.582]",34.094,23.3,2.24,99,0,123,0
11,scene-0072,1533153631797706,1533153631844346,fbf4c25121344e74897fdb0ff8711dd3,4cc670447aa242b1af650e70cb10e3f0,"[1867.951, 1066.056, 0.0]","[1878.971, 1139.406, 2.083]",74.202,23.3,2.24,99,0,123,0
12,scene-0072,1533153632298146,1533153632344169,vehicle_info,010e6fcca00f4e94ba530ce141c7bf24,"[1868.134, 1066.319, 0.0]","[1868.134, 1066.319, 0.0]",-1.0,50.5,3.52,123,0,0,0
13,scene-0072,1533153632298146,1533153632344169,fbf4c25121344e74897fdb0ff8711dd3,13fc36a01b964d2cacd1d9a14d27b0ce,"[1868.134, 1066.319, 0.0]","[1880.031, 1140.985, 2.071]",75.636,50.5,3.52,123,0,0,0
14,scene-0072,1533153632798011,1533153632847605,fbf4c25121344e74897fdb0ff8711dd3,1a7c9166715f4299832e99ad3663d262,"[1868.447, 1066.789, 0.0]","[1880.622, 1141.872, 2.077]",76.092,52.5,4.96,0,0,0,0
15,scene-0072,1533153632798011,1533153632847605,vehicle_info,1e623dd41bf44230b77ee28f8d1c0e83,"[1868.447, 1066.789, 0.0]","[1868.447, 1066.789, 0.0]",-1.0,52.5,4.96,0,0,0,0
16,scene-0072,1533153633297887,1533153633344412,vehicle_info,58957a5e92194fe4b5aff9d2d1f92b4a,"[1868.867, 1067.459, 0.0]","[1868.867, 1067.459, 0.0]",-1.0,32.9,5.53,0,0,0,5
17,scene-0072,1533153633297887,1533153633344412,fbf4c25121344e74897fdb0ff8711dd3,6c6df533152d4baba3205b16e6e1892f,"[1868.867, 1067.459, 0.0]","[1881.213, 1142.759, 2.083]",76.333,32.9,5.53,0,0,0,5
18,scene-0072,1533153633697657,1533153633844233,vehicle_info,17be5f3012e741e98740c6520191b076,"[1869.218, 1068.035, 0.0]","[1869.218, 1068.035, 0.0]",-1.0,-16.5,5.25,0,5,0,6
19,scene-0072,1533153633697657,1533153633844233,fbf4c25121344e74897fdb0ff8711dd3,057740ef3b2d4d3997b1fa07338fc785,"[1869.218, 1068.035, 0.0]","[1881.803, 1143.647, 2.09]",76.681,-16.5,5.25,0,5,0,6
