,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0017,1531885765148723,1531885765383164,vehicle_info,134c7f63827c4b858a2a4ce0582d8f6e,"[434.068, 1236.537, 0.0]","[434.068, 1236.537, 0.0]",-1.0,-0.4,36.87,0,0,0,0
1,scene-0017,1531885765698352,1531885765882027,vehicle_info,ead426cf94b849149ff45a314c4efe2b,"[431.808, 1231.281, 0.0]","[431.808, 1231.281, 0.0]",-1.0,-0.9,36.02,0,0,0,0
2,scene-0017,1531885766198774,1531885766381488,vehicle_info,d2776ad57f7e47caa2001aea3f60b204,"[429.794, 1226.612, 0.0]","[429.794, 1226.612, 0.0]",-1.0,-3.8,35.14,0,0,0,0
3,scene-0017,1531885766699229,1531885766881876,vehicle_info,42c7b34a5f9e440baf4d8ce1cf75922c,"[427.847, 1222.078, 0.0]","[427.847, 1222.078, 0.0]",-1.0,-3.4,34.29,0,0,0,0
4,scene-0017,1531885766699229,1531885766881876,2e1e0a72dce349d1af7272bac6ada294,f619e5d571464d1684dd89ce5c9aada5,"[427.847, 1222.078, 0.0]","[398.651, 1162.434, 0.841]",66.412,-3.4,34.29,0,0,0,0
5,scene-0017,1531885767148779,1531885767382054,vehicle_info,4b4c3bc538e64867a9712470e04d61cf,"[426.125, 1218.109, 0.0]","[426.125, 1218.109, 0.0]",-1.0,1.3,33.3,0,0,0,0
6,scene-0017,1531885767148779,1531885767382054,2e1e0a72dce349d1af7272bac6ada294,9e9e9d9a28c24e72a8ee2ed3a8a4eb4b,"[426.125, 1218.109, 0.0]","[397.587, 1159.878, 0.851]",64.854,1.3,33.3,0,0,0,0
7,scene-0017,1531885767548548,1531885767882539,vehicle_info,0966ed2dfcd744ef831f394b7933f747,"[424.635, 1214.639, 0.0]","[424.635, 1214.639, 0.0]",-1.0,2.8,31.89,0,0,0,0
8,scene-0017,1531885767548548,1531885767882539,2e1e0a72dce349d1af7272bac6ada294,1b2f5920c83545e3a55a244687f63ab5,"[424.635, 1214.639, 0.0]","[396.522, 1157.321, 0.861]",63.847,2.8,31.89,0,0,0,0
9,scene-0017,1531885767948894,1531885768382129,vehicle_info,5c561271e7f64c42bad8343eb42043e4,"[423.213, 1211.274, 0.0]","[423.213, 1211.274, 0.0]",-1.0,0.0,30.24,0,0,0,0
10,scene-0017,1531885767948894,1531885768382129,2e1e0a72dce349d1af7272bac6ada294,aee1d1bfcc784978a8aa66cfc3a053f3,"[423.213, 1211.274, 0.0]","[395.458, 1154.765, 0.871]",62.963,0.0,30.24,0,0,0,0
11,scene-0017,1531885768449334,1531885768882223,2e1e0a72dce349d1af7272bac6ada294,0e46cdde835b45c4a72dd98137b87f1b,"[421.529, 1207.22, 0.0]","[394.393, 1152.209, 0.881]",61.346,-0.8,28.56,0,0,0,0
12,scene-0017,1531885768449334,1531885768382129,6b307d4950924f30a65671fabdbfcd1f,bedce82453594ac28c27292fff06a168,"[421.529, 1207.22, 0.0]","[400.212, 1187.704, 0.748]",28.911,0.0,30.24,0,0,0,0
13,scene-0017,1531885768449334,1531885768882223,vehicle_info,ddff867e8f5944869c55dfeca2151ba8,"[421.529, 1207.22, 0.0]","[421.529, 1207.22, 0.0]",-1.0,-0.8,28.56,0,0,0,0
14,scene-0017,1531885768949213,1531885769382249,vehicle_info,40847c1f1fd34cf2bdf278782dba841a,"[419.996, 1203.443, 0.0]","[419.996, 1203.443, 0.0]",-1.0,3.9,27.06,0,0,0,0
15,scene-0017,1531885768949213,1531885769382249,2e1e0a72dce349d1af7272bac6ada294,73f928cbab1c4dcf92601b1f5db4f466,"[419.996, 1203.443, 0.0]","[393.329, 1149.653, 0.891]",60.044,3.9,27.06,0,0,0,0
16,scene-0017,1531885768949213,1531885768882223,6b307d4950924f30a65671fabdbfcd1f,ce76b793ed69443ebb2b44a52533dce4,"[419.996, 1203.443, 0.0]","[400.212, 1187.704, 0.763]",25.292,-0.8,28.56,0,0,0,0
17,scene-0017,1531885769449115,1531885769881858,2e1e0a72dce349d1af7272bac6ada294,fbc458d493b04e90881c429461ae7515,"[418.531, 1199.849, 0.0]","[392.277, 1147.351, 0.675]",58.7,10.6,25.95,0,0,0,0
18,scene-0017,1531885769449115,1531885769382249,75f5c1e797fc45e89092e5dcdeec78ae,09e7dae5425e455f9c93deea1b509fea,"[418.531, 1199.849, 0.0]","[389.066, 1132.838, 0.566]",73.205,3.9,27.06,0,0,0,0
19,scene-0017,1531885769449115,1531885769881858,vehicle_info,3adeaa8b4f5f4b32a361534424ec6c71,"[418.531, 1199.849, 0.0]","[418.531, 1199.849, 0.0]",-1.0,10.6,25.95,0,0,0,0
20,scene-0017,1531885769449115,1531885769382249,b9517fa21d9d4904b0cdc3968aa3ac60,80c7422c98844e00bd0fc11f742517ef,"[418.531, 1199.849, 0.0]","[378.347, 1138.982, 0.698]",72.938,3.9,27.06,0,0,0,0
21,scene-0017,1531885769949018,1531885770381851,2e1e0a72dce349d1af7272bac6ada294,089795149c1c46328351740ca7e4a76a,"[417.188, 1196.449, 0.0]","[391.51, 1145.602, 0.683]",56.967,27.7,25.16,0,0,61,0
22,scene-0017,1531885769949018,1531885769881858,75f5c1e797fc45e89092e5dcdeec78ae,6eecd1109b0445be810a81a8d04573c6,"[417.188, 1196.449, 0.0]","[389.091, 1132.826, 0.631]",69.554,10.6,25.95,0,0,0,0
23,scene-0017,1531885769949018,1531885769881858,df45eaf9527f43c1ab001d5ea3c0ec04,75fba114d6574520a7a89373b498503a,"[417.188, 1196.449, 0.0]","[366.074, 1099.49, 1.169]",109.613,10.6,25.95,0,0,0,0
24,scene-0017,1531885769949018,1531885770381851,vehicle_info,6413a3e27b664997a08f7a0b82667d06,"[417.188, 1196.449, 0.0]","[417.188, 1196.449, 0.0]",-1.0,27.7,25.16,0,0,61,0
25,scene-0017,1531885769949018,1531885769881858,b9517fa21d9d4904b0cdc3968aa3ac60,293b7c0a05854863907b393f5137a588,"[417.188, 1196.449, 0.0]","[380.191, 1141.198, 0.748]",66.498,10.6,25.95,0,0,0,0
26,scene-0017,1531885770399115,1531885770882025,2e1e0a72dce349d1af7272bac6ada294,0f889bc32d864dfeba0fe75bb7b4d00b,"[416.053, 1193.427, 0.0]","[390.743, 1143.853, 0.691]",55.666,27.9,24.36,61,0,61,0
27,scene-0017,1531885770399115,1531885770882025,vehicle_info,6609fa8733f14987ab840f3467c609e3,"[416.053, 1193.427, 0.0]","[416.053, 1193.427, 0.0]",-1.0,27.9,24.36,61,0,61,0
28,scene-0017,1531885770399115,1531885770381851,b9517fa21d9d4904b0cdc3968aa3ac60,0034f5a60d934aac9e23c8e5ee509700,"[416.053, 1193.427, 0.0]","[381.835, 1143.566, 0.798]",60.479,27.7,25.16,0,0,61,0
29,scene-0017,1531885770399115,1531885770381851,75f5c1e797fc45e89092e5dcdeec78ae,0297605f4e3a40bc91174c489f0399c1,"[416.053, 1193.427, 0.0]","[389.116, 1132.814, 0.696]",66.333,27.7,25.16,0,0,61,0
30,scene-0017,1531885770399115,1531885770381851,df45eaf9527f43c1ab001d5ea3c0ec04,da23ed6a21c14f1a9588513f53abd932,"[416.053, 1193.427, 0.0]","[366.378, 1100.223, 1.344]",105.624,27.7,25.16,0,0,61,0
31,scene-0017,1531885770399115,1531885770381851,1f6615fe9cf544eb9fd20cb86ec108f2,24b3f09da7444203a2166e25fe5b1004,"[416.053, 1193.427, 0.0]","[398.024, 1110.715, 1.598]",84.67,27.7,25.16,0,0,61,0
32,scene-0017,1531885770898941,1531885770882025,75f5c1e797fc45e89092e5dcdeec78ae,fa4cafc2ec954d1789ddfbf5cd970ef4,"[414.946, 1190.13, 0.0]","[389.141, 1132.802, 0.761]",62.873,27.9,24.36,61,0,61,0
