,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0095,1533151249647949,1533151249909161,vehicle_info,78be3bd5f1f146cdb1b7120bbf8a218c,"[1330.128, 1026.459, 0.0]","[1330.128, 1026.459, 0.0]",-1.0,2.0,0.0,0,21,0,21
1,scene-0095,1533151249647949,1533151249909161,a5c9dbcfb92b4df5a1e7cade06618dc6,21fcd1fb7fca465f9c0d6cefa18174b4,"[1330.128, 1026.459, 0.0]","[1321.152, 1034.28, 0.915]",11.94,2.0,0.0,0,21,0,21
2,scene-0095,1533151249647949,1533151249909161,e96fb3500cb64b4cb69b99f14cc18542,f0520e81799c4f09800e3ba997f57b78,"[1330.128, 1026.459, 0.0]","[1304.517, 1069.308, 2.703]",49.992,2.0,0.0,0,21,0,21
3,scene-0095,1533151249647949,1533151249909161,12ffb6889e71461d86c26ce3c7a5eda2,a9bf00b22f454bdab95b982ac34e6318,"[1330.128, 1026.459, 0.0]","[1315.667, 1039.165, 1.06]",19.279,2.0,0.0,0,21,0,21
4,scene-0095,1533151249647949,1533151249909161,cbaab8c7814a4538a84b72c7e3045c8a,18da5263857a48d898d7f8d20d6aa297,"[1330.128, 1026.459, 0.0]","[1307.763, 1032.511, 0.767]",23.182,2.0,0.0,0,21,0,21
5,scene-0095,1533151249647949,1533151249909161,7fa93ac758c24737bfba00b54d89c03d,7816b3d7c668450bae93648c2b737b12,"[1330.128, 1026.459, 0.0]","[1309.191, 1040.037, 1.141]",24.98,2.0,0.0,0,21,0,21
6,scene-0095,1533151249647949,1533151249909161,de6571bcf27c488ba52de5c818a6a747,c08e89b0181a4602bc3fd89a81823c73,"[1330.128, 1026.459, 0.0]","[1299.421, 1073.043, 2.673]",55.858,2.0,0.0,0,21,0,21
7,scene-0095,1533151249647949,1533151249909161,62a167c66baf4e71a96e745beb208d8c,f42294fcff2945128fa65477b5728351,"[1330.128, 1026.459, 0.0]","[1325.061, 1037.604, 0.854]",12.272,2.0,0.0,0,21,0,21
8,scene-0095,1533151249647949,1533151249909161,69e4bc1869a740b6876bfc37a5ec60cc,bfb47e0d4571416db05bc58c7c029c21,"[1330.128, 1026.459, 0.0]","[1317.072, 1032.838, 0.956]",14.562,2.0,0.0,0,21,0,21
9,scene-0095,1533151249647949,1533151249909161,addecb370a3b4cb5b3702ebf4af7d982,e85497e7d0454c5283a73d208079b502,"[1330.128, 1026.459, 0.0]","[1283.802, 1054.021, 0.985]",53.914,2.0,0.0,0,21,0,21
10,scene-0095,1533151249647949,1533151249909161,62fbbde13d0f4b339f97b0bc051ed37a,70b3c4815fb14766bbdaeefed0e06604,"[1330.128, 1026.459, 0.0]","[1287.341, 1034.016, 0.432]",43.451,2.0,0.0,0,21,0,21
11,scene-0095,1533151249647949,1533151249909161,901766ac80204610a2767b6f1d4e13de,b227ad8e0aaf4c4e8abdfb4990b49ace,"[1330.128, 1026.459, 0.0]","[1292.854, 1038.157, 0.748]",39.073,2.0,0.0,0,21,0,21
12,scene-0095,1533151249647949,1533151249909161,a68c7ca3622d4f01819cae11955a5088,9dc154e7d462423dbd6b4fe0bb15b611,"[1330.128, 1026.459, 0.0]","[1310.38, 1075.024, 2.241]",52.474,2.0,0.0,0,21,0,21
13,scene-0095,1533151250148378,1533151250409492,e96fb3500cb64b4cb69b99f14cc18542,21d4da3e1bd545c8a16fe6c250f90c37,"[1330.128, 1026.459, 0.0]","[1304.325, 1069.087, 2.703]",49.902,2.1,0.0,0,21,0,21
14,scene-0095,1533151250148378,1533151250409492,de6571bcf27c488ba52de5c818a6a747,6b64abede0d1438487219b9aa8a823ef,"[1330.128, 1026.459, 0.0]","[1299.421, 1073.043, 2.673]",55.858,2.1,0.0,0,21,0,21
15,scene-0095,1533151250148378,1533151250409492,12ffb6889e71461d86c26ce3c7a5eda2,076b60c9ef814999937de04a19d46735,"[1330.128, 1026.459, 0.0]","[1315.691, 1039.145, 1.06]",19.248,2.1,0.0,0,21,0,21
16,scene-0095,1533151250148378,1533151250409492,62a167c66baf4e71a96e745beb208d8c,e8aeb606dd6a4df3bb7e6d3c797f0cb4,"[1330.128, 1026.459, 0.0]","[1325.057, 1037.601, 0.854]",12.271,2.1,0.0,0,21,0,21
17,scene-0095,1533151250148378,1533151250409492,a68c7ca3622d4f01819cae11955a5088,43248d14d49b4faa8d22c9b2d172e08b,"[1330.128, 1026.459, 0.0]","[1310.38, 1075.024, 2.228]",52.474,2.1,0.0,0,21,0,21
18,scene-0095,1533151250148378,1533151250409492,69e4bc1869a740b6876bfc37a5ec60cc,249c6657f1fe4e8a8601d341542f95e4,"[1330.128, 1026.459, 0.0]","[1317.032, 1032.834, 0.956]",14.596,2.1,0.0,0,21,0,21
19,scene-0095,1533151250148378,1533151250409492,addecb370a3b4cb5b3702ebf4af7d982,61c7c81cd45c4d69babc64eadf109346,"[1330.128, 1026.459, 0.0]","[1287.169, 1053.055, 1.06]",50.536,2.1,0.0,0,21,0,21
20,scene-0095,1533151250148378,1533151250409492,62fbbde13d0f4b339f97b0bc051ed37a,847d41c5163a4633b0e363d8903c491b,"[1330.128, 1026.459, 0.0]","[1287.634, 1034.247, 0.382]",43.203,2.1,0.0,0,21,0,21
21,scene-0095,1533151250148378,1533151250409492,a5c9dbcfb92b4df5a1e7cade06618dc6,b413832477334ed0bd6fec58ce623370,"[1330.128, 1026.459, 0.0]","[1321.156, 1034.285, 0.915]",11.94,2.1,0.0,0,21,0,21
22,scene-0095,1533151250148378,1533151250409492,vehicle_info,fd534bf0c87d4d4cb891f0fc6f41a6a9,"[1330.128, 1026.459, 0.0]","[1330.128, 1026.459, 0.0]",-1.0,2.1,0.0,0,21,0,21
23,scene-0095,1533151250148378,1533151250409492,901766ac80204610a2767b6f1d4e13de,6f36f0e6730940a4b91f27ad4582b0e0,"[1330.128, 1026.459, 0.0]","[1297.747, 1034.471, 0.603]",33.363,2.1,0.0,0,21,0,21
24,scene-0095,1533151250148378,1533151250409492,7fa93ac758c24737bfba00b54d89c03d,4b7b093e632a4424bab50cc427494e1b,"[1330.128, 1026.459, 0.0]","[1309.201, 1040.05, 1.125]",24.978,2.1,0.0,0,21,0,21
25,scene-0095,1533151250148378,1533151249909161,765e9fecdecf460688a4f21328bdd2b3,dc4b9755511b40a4ac193bcbceeec423,"[1330.128, 1026.459, 0.0]","[1302.644, 1087.277, 2.597]",66.79,2.0,0.0,0,21,0,21
26,scene-0095,1533151250148378,1533151250409492,cbaab8c7814a4538a84b72c7e3045c8a,65be3863e06a4ee794f15bc6315e8042,"[1330.128, 1026.459, 0.0]","[1313.004, 1028.213, 0.721]",17.229,2.1,0.0,0,21,0,21
27,scene-0095,1533151250648817,1533151250908798,901766ac80204610a2767b6f1d4e13de,b4336773cd36478eb3ecd57e52c2d6aa,"[1330.128, 1026.459, 0.0]","[1302.66, 1030.809, 0.517]",27.815,2.0,0.0,0,21,0,21
28,scene-0095,1533151250648817,1533151250908798,a68c7ca3622d4f01819cae11955a5088,e6a2ca2dcb0849bda10dd2fe272f6659,"[1330.128, 1026.459, 0.0]","[1310.38, 1075.024, 2.216]",52.473,2.0,0.0,0,21,0,21
29,scene-0095,1533151250648817,1533151250908798,de6571bcf27c488ba52de5c818a6a747,a4105479b7c542b4abcf735ac8b02f6a,"[1330.128, 1026.459, 0.0]","[1299.421, 1073.043, 2.673]",55.858,2.0,0.0,0,21,0,21
30,scene-0095,1533151250648817,1533151250908798,12ffb6889e71461d86c26ce3c7a5eda2,53c35b4c5ab84801bf84c8c5d2bd0bcd,"[1330.128, 1026.459, 0.0]","[1315.715, 1039.124, 1.06]",19.216,2.0,0.0,0,21,0,21
31,scene-0095,1533151250648817,1533151250908798,62a167c66baf4e71a96e745beb208d8c,66ffca6826b34b608a9ebf91602a688c,"[1330.128, 1026.459, 0.0]","[1325.053, 1037.599, 0.854]",12.271,2.0,0.0,0,21,0,21
32,scene-0095,1533151250648817,1533151250908798,e96fb3500cb64b4cb69b99f14cc18542,eee80dcfab9747ce8e46c67f2bee2cf4,"[1330.128, 1026.459, 0.0]","[1304.132, 1068.865, 2.703]",49.813,2.0,0.0,0,21,0,21
33,scene-0095,1533151250648817,1533151250908798,7fa93ac758c24737bfba00b54d89c03d,9fbbc9f9879c4dafb91e3f6f8a310ea0,"[1330.128, 1026.459, 0.0]","[1309.211, 1040.064, 1.109]",24.977,2.0,0.0,0,21,0,21
34,scene-0095,1533151250648817,1533151250908798,vehicle_info,5369488db9e94abcaacb56ed00a0def6,"[1330.128, 1026.459, 0.0]","[1330.128, 1026.459, 0.0]",-1.0,2.0,0.0,0,21,0,21
35,scene-0095,1533151250648817,1533151250908798,addecb370a3b4cb5b3702ebf4af7d982,4258781e08f94cb9b15b7be6ce5aa204,"[1330.128, 1026.459, 0.0]","[1290.637, 1052.566, 1.135]",47.354,2.0,0.0,0,21,0,21
36,scene-0095,1533151250648817,1533151250908798,69e4bc1869a740b6876bfc37a5ec60cc,b50b8c4414e2413ea5de31f2bfe5a8fe,"[1330.128, 1026.459, 0.0]","[1317.059, 1032.832, 0.957]",14.571,2.0,0.0,0,21,0,21
37,scene-0095,1533151250648817,1533151250908798,a5c9dbcfb92b4df5a1e7cade06618dc6,b716a132618349e692c66900442b4296,"[1330.128, 1026.459, 0.0]","[1321.16, 1034.29, 0.915]",11.941,2.0,0.0,0,21,0,21
38,scene-0095,1533151250648817,1533151250908798,62fbbde13d0f4b339f97b0bc051ed37a,30fa079daeb4403bac3decc50d6e077f,"[1330.128, 1026.459, 0.0]","[1287.99, 1034.616, 0.382]",42.922,2.0,0.0,0,21,0,21
39,scene-0095,1533151250648817,1533151250409492,765e9fecdecf460688a4f21328bdd2b3,a03ac6a528614b9b8ac9b231f8e28923,"[1330.128, 1026.459, 0.0]","[1302.644, 1087.277, 2.597]",66.79,2.1,0.0,0,21,0,21
40,scene-0095,1533151251148688,1533151250908798,765e9fecdecf460688a4f21328bdd2b3,48d3cfdd977e4bf9b599820bdd30d583,"[1330.128, 1026.459, 0.0]","[1302.644, 1087.277, 2.597]",66.79,2.0,0.0,0,21,0,21
