,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0063,1533153272297167,1533153272353964,vehicle_info,dc53f0d721694157832cc9fc73daa275,"[2043.457, 786.023, 0.0]","[2043.457, 786.023, 0.0]",-1.0,-1.5,29.04,159,0,159,0
1,scene-0063,1533153272297167,1533153272353964,d8a323f9e69a45bba45e547989d2e35e,1ef8ea8b17d14e8e8c2e19699733c67c,"[2043.457, 786.023, 0.0]","[2008.858, 779.958, 1.014]",35.141,-1.5,29.04,159,0,159,0
2,scene-0063,1533153272297167,1533153272353964,6abeb111755e457ebccb263fe0da1569,9b80d17966904ba6a6333c2cc7ed3caf,"[2043.457, 786.023, 0.0]","[2026.113, 796.342, 1.414]",20.231,-1.5,29.04,159,0,159,0
3,scene-0063,1533153272297167,1533153272353964,ae579bde401245f49a8105cc6c01b74b,c3b9a9ee88064a4b99316c8532f21bb4,"[2043.457, 786.023, 0.0]","[2021.487, 777.252, 1.027]",23.678,-1.5,29.04,159,0,159,0
4,scene-0063,1533153272797585,1533153272853742,ae579bde401245f49a8105cc6c01b74b,964ad2cc2f7445b8b98e47f52ab557df,"[2039.335, 785.935, 0.0]","[2021.518, 777.222, 1.027]",19.86,-1.3,29.22,159,0,159,0
5,scene-0063,1533153272797585,1533153272853742,d8a323f9e69a45bba45e547989d2e35e,3bca668ce4be4a9f94ad050886f91837,"[2039.335, 785.935, 0.0]","[2008.853, 779.963, 0.996]",31.078,-1.3,29.22,159,0,159,0
6,scene-0063,1533153272797585,1533153272853742,vehicle_info,38049f6b32124cb3b7e5dda85e03a280,"[2039.335, 785.935, 0.0]","[2039.335, 785.935, 0.0]",-1.0,-1.3,29.22,159,0,159,0
7,scene-0063,1533153273297455,1533153273354477,vehicle_info,0729893238404ab4855b6180ea85aa1e,"[2035.195, 785.84, 0.0]","[2035.195, 785.84, 0.0]",-1.0,-1.8,29.47,159,0,159,0
8,scene-0063,1533153273297455,1533153273354477,d8a323f9e69a45bba45e547989d2e35e,d89b102b96784321895b389724b19cd2,"[2035.195, 785.84, 0.0]","[2008.848, 779.969, 0.977]",27.011,-1.8,29.47,159,0,159,0
9,scene-0063,1533153273297455,1533153273354477,ae579bde401245f49a8105cc6c01b74b,4bbaedd8547643c6b28284d8a455ca8b,"[2035.195, 785.84, 0.0]","[2021.487, 777.221, 0.977]",16.222,-1.8,29.47,159,0,159,0
10,scene-0063,1533153273797325,1533153273853691,d8a323f9e69a45bba45e547989d2e35e,05a5ae9b331d44c4aa5adbfcc1ee8eae,"[2031.032, 785.738, 0.0]","[2008.843, 779.974, 0.958]",22.946,-1.9,29.7,159,0,159,0
11,scene-0063,1533153273797325,1533153273853691,ae579bde401245f49a8105cc6c01b74b,9c2ca016e8a24e98b1e58515b1158d9e,"[2031.032, 785.738, 0.0]","[2021.487, 777.252, 0.977]",12.809,-1.9,29.7,159,0,159,0
12,scene-0063,1533153273797325,1533153273853691,vehicle_info,4f33efc0e9724dc8bfcade6c6394c46b,"[2031.032, 785.738, 0.0]","[2031.032, 785.738, 0.0]",-1.0,-1.9,29.7,159,0,159,0
13,scene-0063,1533153274297770,1533153274354097,vehicle_info,900bef6496fd4df5a3c9a639e8d9750d,"[2026.797, 785.634, 0.0]","[2026.797, 785.634, 0.0]",-1.0,-1.3,29.86,159,0,45,0
14,scene-0063,1533153274297770,1533153274354097,d8a323f9e69a45bba45e547989d2e35e,3cc662d536cb489bb1fd29c34ac9bb44,"[2026.797, 785.634, 0.0]","[2008.839, 779.98, 0.939]",18.851,-1.3,29.86,159,0,45,0
15,scene-0063,1533153274798191,1533153274854000,vehicle_info,a03bd30fe2b04037a95510ca2d88fda8,"[2022.572, 785.54, 0.0]","[2022.572, 785.54, 0.0]",-1.0,-1.1,30.07,45,0,0,0
16,scene-0063,1533153274798191,1533153274854000,5f27a9c508954a36a3d3ee5606b16bf0,f2b7f786e5a54c3bbc3115c330742112,"[2022.572, 785.54, 0.0]","[1959.307, 756.707, 1.628]",69.545,-1.1,30.07,45,0,0,0
17,scene-0063,1533153274798191,1533153274854000,d8a323f9e69a45bba45e547989d2e35e,13637e96a4304fb3885a12a2d986f84d,"[2022.572, 785.54, 0.0]","[2008.834, 779.986, 0.921]",14.847,-1.1,30.07,45,0,0,0
18,scene-0063,1533153275297516,1533153275353682,d8a323f9e69a45bba45e547989d2e35e,de899840cb2740c6ae605d9a331d8ac3,"[2018.356, 785.451, 0.0]","[2008.829, 779.991, 0.902]",11.017,-1.0,29.77,0,0,0,0
19,scene-0063,1533153275297516,1533153275353682,5f27a9c508954a36a3d3ee5606b16bf0,0e3cccc2c21048dd8563a65fdfcbc9a3,"[2018.356, 785.451, 0.0]","[1959.304, 756.708, 1.675]",65.697,-1.0,29.77,0,0,0,0
