,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake
0,scene-0010,1531884391046861,1531884391387959,vehicle_info,9872af6e56ba49e39c7529fb3bbd63ce,"[808.817, 1272.432, 0.0]","[808.817, 1272.432, 0.0]",-1.0,-138.5,18.58,167,0,210,0
1,scene-0010,1531884391046861,1531884391387959,d5c17c0de2d74d4786d6a7316a9e0d06,daea91797c7c4a4d819c9c99baae9324,"[808.817, 1272.432, 0.0]","[755.092, 1199.309, 1.447]",90.749,-138.5,18.58,167,0,210,0
2,scene-0010,1531884391046861,1531884391387959,fabfd803ac214e3290c6e9d3684f98a4,4c05838b14484759a3fc675208f3c454,"[808.817, 1272.432, 0.0]","[773.796, 1221.301, 0.702]",61.978,-138.5,18.58,167,0,210,0
3,scene-0010,1531884391046861,1531884391387959,e1c7c6e97d524ac5bbcf1785fd39cf9d,13f69117608e476cbe3645447ba3309a,"[808.817, 1272.432, 0.0]","[767.092, 1232.24, 1.771]",57.961,-138.5,18.58,167,0,210,0
4,scene-0010,1531884391546186,1531884391888254,vehicle_info,8bc7b94bfe134f27bf65526ca23ba1bc,"[807.857, 1270.037, 0.0]","[807.857, 1270.037, 0.0]",-1.0,-81.8,19.77,210,0,228,0
5,scene-0010,1531884391546186,1531884391888254,d5c17c0de2d74d4786d6a7316a9e0d06,0802eccf3c7c4b32a7c8f5bf7217fd0a,"[807.857, 1270.037, 0.0]","[755.208, 1199.233, 1.455]",88.245,-81.8,19.77,210,0,228,0
6,scene-0010,1531884391546186,1531884391888254,fabfd803ac214e3290c6e9d3684f98a4,1ec9abce73b347cc8214487685b108e4,"[807.857, 1270.037, 0.0]","[773.841, 1221.261, 0.723]",59.47,-81.8,19.77,210,0,228,0
7,scene-0010,1531884391546186,1531884391888254,e1c7c6e97d524ac5bbcf1785fd39cf9d,854971bd2a70487a940c744bb1bfd117,"[807.857, 1270.037, 0.0]","[769.294, 1234.833, 1.788]",52.246,-81.8,19.77,210,0,228,0
8,scene-0010,1531884392045526,1531884392388054,vehicle_info,4387a9ecb3ed42fcbb95149249ee1da1,"[806.475, 1267.649, 0.0]","[806.475, 1267.649, 0.0]",-1.0,-38.2,21.2,228,0,242,0
9,scene-0010,1531884392045526,1531884392388054,d5c17c0de2d74d4786d6a7316a9e0d06,bd943deb056748fea5dd03abe97877e2,"[806.475, 1267.649, 0.0]","[755.324, 1199.158, 1.464]",85.497,-38.2,21.2,228,0,242,0
10,scene-0010,1531884392045526,1531884392388054,fabfd803ac214e3290c6e9d3684f98a4,0d78e6545edc4f74ba5505a8c7d9754a,"[806.475, 1267.649, 0.0]","[773.887, 1221.221, 0.745]",56.729,-38.2,21.2,228,0,242,0
11,scene-0010,1531884392045526,1531884392388054,e1c7c6e97d524ac5bbcf1785fd39cf9d,23ec105b98cb486ba273c9a21ebb719c,"[806.475, 1267.649, 0.0]","[771.496, 1237.426, 1.805]",46.263,-38.2,21.2,228,0,242,0
12,scene-0010,1531884392546489,1531884392888108,fabfd803ac214e3290c6e9d3684f98a4,4de9086755924131a190c70bedfef366,"[804.8, 1265.257, 0.0]","[773.932, 1221.181, 0.766]",53.815,-16.4,22.69,242,0,246,0
13,scene-0010,1531884392546489,1531884392888108,e1c7c6e97d524ac5bbcf1785fd39cf9d,aeade057f46e4233b7517c3055907655,"[804.8, 1265.257, 0.0]","[773.698, 1240.018, 1.821]",40.095,-16.4,22.69,242,0,246,0
14,scene-0010,1531884392546489,1531884392888108,d5c17c0de2d74d4786d6a7316a9e0d06,52b68c3d8ecd4aea8b2faf6df6a20deb,"[804.8, 1265.257, 0.0]","[755.44, 1199.083, 1.472]",82.569,-16.4,22.69,242,0,246,0
15,scene-0010,1531884392546489,1531884392388054,40406e0fc63f431fa34ceefbc4647879,6eff2e2a6545420286172eb9c0702260,"[804.8, 1265.257, 0.0]","[746.744, 1212.715, 2.11]",78.33,-38.2,21.2,228,0,242,0
16,scene-0010,1531884392546489,1531884392388054,c5d913c8756b422ab5c9b50a0f62111e,114fa3804f404eeaae193032e1debe18,"[804.8, 1265.257, 0.0]","[787.918, 1236.628, 0.551]",33.24,-38.2,21.2,228,0,242,0
